review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,model,noun_phrases,themes
687,Nice,5,2024-12-26,Bank of Abyssinia,Google Play,positive,0.9998552799224854,distilbert-base-uncased-finetuned-sst-2-english,[],
688,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play,negative,0.9997933506965636,distilbert-base-uncased-finetuned-sst-2-english,"['you', 'this', 'a real app', 'that', 'the worst mobile banking app']",
689,አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,negative,0.8616330027580261,distilbert-base-uncased-finetuned-sst-2-english,['አይሰራም ሼም ነው፤'],
690,Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,positive,0.998815894126892,distilbert-base-uncased-finetuned-sst-2-english,[],
691,Fine,5,2024-12-21,Bank of Abyssinia,Google Play,positive,0.9998335838317872,distilbert-base-uncased-finetuned-sst-2-english,[],
692,The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,negative,0.9954877495765686,distilbert-base-uncased-finetuned-sst-2-english,['the dirtiest application'],
693,Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,positive,0.9873360991477966,distilbert-base-uncased-finetuned-sst-2-english,['nic ap'],
694,The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,positive,0.9840954542160034,distilbert-base-uncased-finetuned-sst-2-english,['the forest app'],
695,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,negative,0.9967040419578552,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'boa', 'anyone', 'they', 'it', 'mobile banking', 'this ine', 'it', 'it', 'me', 'developer options', 'it', 'i', 'cbe', 'awash birr', 'tekebirr', 'dashen bank', 'others', 'non', 'them', 'me', 'this', 'why only boa', 'your mobile banking']",
696,Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,positive,0.9480116367340088,distilbert-base-uncased-finetuned-sst-2-english,"['bank', 'abissena']",
697,Good,3,2024-12-16,Bank of Abyssinia,Google Play,positive,0.999816119670868,distilbert-base-uncased-finetuned-sst-2-english,[],
698,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,negative,0.9888866543769836,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'someones money', 'the app']",
699,GOOD,5,2024-12-15,Bank of Abyssinia,Google Play,positive,0.999816119670868,distilbert-base-uncased-finetuned-sst-2-english,[],
700,The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia,Google Play,negative,0.999800741672516,distilbert-base-uncased-finetuned-sst-2-english,['the worst banking app'],
701,Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,negative,0.999775230884552,distilbert-base-uncased-finetuned-sst-2-english,['app'],
702,Very nice,5,2024-12-13,Bank of Abyssinia,Google Play,positive,0.9998563528060912,distilbert-base-uncased-finetuned-sst-2-english,[],
703,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play,negative,0.999800741672516,distilbert-base-uncased-finetuned-sst-2-english,"['your system', 'you']",
704,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play,negative,0.9997615218162536,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'a while', 'you guys', 'the mobile app service', 'it', 'i', 'you', 'it', 'you', 'it', 'you', 'business', 'this', 'complacency', 'consequences']",
705,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,positive,0.9543284177780152,distilbert-base-uncased-finetuned-sst-2-english,"['this', 'the best app', 'many features', 'it', 'the need', 'the developer options', 'i', 'the developer options', 'i', 'my struggles', 'this', 'i', 'precious settings', 'the developer options', 'the app boa app', 'i', 'them', 'us', 'abyssinia bank', 'i', 'you', 'an update']",Feature Requests / Suggestions
706,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,negative,0.9997000694274902,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'this app', 'one star', 'no options', 'that', 'my experience', 'the extremely long loading times', 'the app', 'times', 'people', 'mobile banking', 'its convenience', 'this app', 'it', 'i', 'i', 'improvements', 'the user experience']",UI / UX
707,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,negative,0.9941067695617676,distilbert-base-uncased-finetuned-sst-2-english,"['very unprofessional and mischievous bank', 'my opinion', 'i', 'several occasions', 'i', 'abyssinia card', 'money', 'it', 'my account', 'several times', 'they', 'they', 'it', 'i', 'it', '3 months', 'the bank', 'it', 'their income', 'you', 'this bank']",Login / Access Issues|Transactions / Transfers
708,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,negative,0.9996792078018188,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'my 2 devices', 'a05', 'a34 😡']",
709,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,positive,0.9926175475120544,distilbert-base-uncased-finetuned-sst-2-english,"['my attention', 'it', 'the most difficult time', 'me']",
710,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play,negative,0.999800145626068,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'a worst experience', 'this mobile application', 'the time', 'it', 'the app', 'it', 'so much loading time', '5 minutes', 'the internal services', 'other bank', 'boa', 'your app']",Login / Access Issues|Transactions / Transfers|UI / UX
711,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,positive,0.806429386138916,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'your apps', '🤷\u200d']",
712,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,negative,0.99979966878891,distilbert-base-uncased-finetuned-sst-2-english,"['this application', 'major factions', 'a daily basis', 'i', 'i', 'this app', 'it', 'i', 'it', 'times', 'need', 'i', 'the point']",
713,exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play,negative,0.994447946548462,distilbert-base-uncased-finetuned-sst-2-english,"['exellent digital transaction', 'money']",
714,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,negative,0.999749720096588,distilbert-base-uncased-finetuned-sst-2-english,"['the latest update', '9 phones', 'this app', 'i', 'it']",App Performance / Crashes
715,👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,['👏👏👏'],
716,Money,5,2024-11-24,Bank of Abyssinia,Google Play,positive,0.9659324884414672,distilbert-base-uncased-finetuned-sst-2-english,['money'],
717,It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play,negative,0.998616099357605,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'more improvment']",
718,ab,3,2024-11-20,Bank of Abyssinia,Google Play,positive,0.9603193998336792,distilbert-base-uncased-finetuned-sst-2-english,['ab'],
719,Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,positive,0.9930111765861512,distilbert-base-uncased-finetuned-sst-2-english,['ademtahir'],
720,✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,[],
721,Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play,positive,0.6488646864891052,distilbert-base-uncased-finetuned-sst-2-english,"['please this app', 'my android phone']",
722,GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,negative,0.9337347149848938,distilbert-base-uncased-finetuned-sst-2-english,['goat 🐐 🐐'],
723,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,negative,0.9994460940361024,distilbert-base-uncased-finetuned-sst-2-english,"['your app', 'your bank', 'the app', 'disaster', 'something', 'tele birr app']",App Performance / Crashes
724,Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,positive,0.9998595714569092,distilbert-base-uncased-finetuned-sst-2-english,[],
725,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,negative,0.9998020529747008,distilbert-base-uncased-finetuned-sst-2-english,"['the worst app update', 'you', 'the ""developer option', 'thing', 'you', 'it', 'my phone', 'my money', 'that', 'the reason', 'i', 'other banks', 'it', 'everyone', 'their business']",
726,Very good,5,2024-11-14,Bank of Abyssinia,Google Play,positive,0.9998520612716676,distilbert-base-uncased-finetuned-sst-2-english,[],
727,One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,negative,0.999756634235382,distilbert-base-uncased-finetuned-sst-2-english,['the poorest mobile banking system'],
728,❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,[],
729,Oene,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.8278863430023193,distilbert-base-uncased-finetuned-sst-2-english,['oene'],
730,i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9981314539909364,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'it', 'reciept']",
731,it good,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9998427629470824,distilbert-base-uncased-finetuned-sst-2-english,['it'],
732,"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9996472597122192,distilbert-base-uncased-finetuned-sst-2-english,"['this app', 'everytime', 'it']",App Performance / Crashes
733,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9964038133621216,distilbert-base-uncased-finetuned-sst-2-english,"['ይበዛበታል።', 'i', 'this app', 'the bank']",
734,I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9998034834861756,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'a support', 'the app']",
735,Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9978061318397522,distilbert-base-uncased-finetuned-sst-2-english,"['bast bank', 'ethiopia']",
736,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9990527033805848,distilbert-base-uncased-finetuned-sst-2-english,"['very slow app', 'አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app', 'ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል', 'የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።']",App Performance / Crashes
737,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9878897070884703,distilbert-base-uncased-finetuned-sst-2-english,"['you', 'your social services', 'atm', 'cadrless', 'withdrwal', 'passbook']",
738,The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.999774158000946,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'this']",
739,Wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play,negative,0.8910734057426453,distilbert-base-uncased-finetuned-sst-2-english,['wweeeer'],
740,Infinx,5,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9042558670043944,distilbert-base-uncased-finetuned-sst-2-english,['infinx'],
741,Great service,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9998434782028198,distilbert-base-uncased-finetuned-sst-2-english,['great service'],
742,👍,5,2024-11-11,Bank of Abyssinia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,[],
743,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,negative,0.9997187256813048,distilbert-base-uncased-finetuned-sst-2-english,"['this app', 'all android versions', 'it']",
744,senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,positive,0.8874821066856384,distilbert-base-uncased-finetuned-sst-2-english,['senayt mesfin'],
745,Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,negative,0.9998058676719666,distilbert-base-uncased-finetuned-sst-2-english,[],
746,Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,negative,0.987365186214447,distilbert-base-uncased-finetuned-sst-2-english,['abessnya banke'],
747,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,negative,0.9997209906578064,distilbert-base-uncased-finetuned-sst-2-english,"['the most useless app', 'i', 'such an irrelevant app', 'boa', 'big shame']",
748,Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,positive,0.9616296291351318,distilbert-base-uncased-finetuned-sst-2-english,['banking app'],
749,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,negative,0.993607759475708,distilbert-base-uncased-finetuned-sst-2-english,"['some nice interface', 'always freezes or slow to load .app developers', 'this issue']",App Performance / Crashes
750,አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,negative,0.7850592732429504,distilbert-base-uncased-finetuned-sst-2-english,['አይሰራም አስተካክሉት'],
751,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,negative,0.9962698221206664,distilbert-base-uncased-finetuned-sst-2-english,"['another', 'this app', 'the need', 'this generation']",
752,Good,4,2024-10-25,Bank of Abyssinia,Google Play,positive,0.999816119670868,distilbert-base-uncased-finetuned-sst-2-english,[],
753,Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,positive,0.9989985823631288,distilbert-base-uncased-finetuned-sst-2-english,['fast transfer'],Transactions / Transfers
754,"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,negative,0.9989662170410156,distilbert-base-uncased-finetuned-sst-2-english,"['what', 'i', 'what']",
755,Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,positive,0.6924051642417908,distilbert-base-uncased-finetuned-sst-2-english,[],
756,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia,Google Play,positive,0.9683735966682434,distilbert-base-uncased-finetuned-sst-2-english,"['you', 'my proud bank', 'ethiopia', 'i', 'a member', 'this bank', 'i', 'my problem', 'money', 'me', 'my online digital working service', 'the world', 'i', 'a lot', 'international money', 'i', 'ethiopia', 'the legal ways', 'money', 'ethiopia', 'i', 'direct deposit', 'boa', '🙏']",
757,ደደገነሐ,5,2024-10-15,Bank of Abyssinia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,['ደደገነሐ'],
758,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play,negative,0.9995194673538208,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'all the modern technology', 'this bank', 'even basic transactions', 'the app', 'services', 'i', 'money', 'telebirr', 'a huge delay', 'i', 'failed transactions', 'even ussd', 'they', 'me', 'embarrassing situations', 'customer care', 'anything', 'i', 'banks', 'you']",App Performance / Crashes|Transactions / Transfers|UI / UX
759,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of Abyssinia,Google Play,negative,0.999660849571228,distilbert-base-uncased-finetuned-sst-2-english,"['a painfully slow banking app service', 'it']",App Performance / Crashes
760,Good App,4,2024-10-12,Bank of Abyssinia,Google Play,positive,0.9998493194580078,distilbert-base-uncased-finetuned-sst-2-english,['good app'],
761,Best app to me,5,2024-10-11,Bank of Abyssinia,Google Play,positive,0.997821807861328,distilbert-base-uncased-finetuned-sst-2-english,"['best app', 'me']",
762,BOA,5,2024-10-11,Bank of Abyssinia,Google Play,negative,0.7410537600517273,distilbert-base-uncased-finetuned-sst-2-english,['boa'],
763,Abdulkadir,5,2024-10-11,Bank of Abyssinia,Google Play,positive,0.981449544429779,distilbert-base-uncased-finetuned-sst-2-english,[],
764,Bad,1,2024-10-10,Bank of Abyssinia,Google Play,negative,0.999782383441925,distilbert-base-uncased-finetuned-sst-2-english,[],
765,If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play,negative,0.9928192496299744,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'i']",
766,Nise mobile bankig,4,2024-10-05,Bank of Abyssinia,Google Play,negative,0.9858755469322203,distilbert-base-uncased-finetuned-sst-2-english,['mobile bankig'],
767,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,Google Play,negative,0.953279197216034,distilbert-base-uncased-finetuned-sst-2-english,"['overall good app', 'performance', 'some improvement', 'instant other bank transfers', 'it']",Transactions / Transfers
768,Ok,5,2024-10-04,Bank of Abyssinia,Google Play,positive,0.9997851252555848,distilbert-base-uncased-finetuned-sst-2-english,[],
769,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,Google Play,negative,0.999284327030182,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'this', 'a bank', 'your size']",
770,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,Google Play,negative,0.998016357421875,distilbert-base-uncased-finetuned-sst-2-english,"['the simplest way', 'it', 'the developer option', 'this']",UI / UX
771,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Bank of Abyssinia,Google Play,negative,0.9964292645454408,distilbert-base-uncased-finetuned-sst-2-english,"['me', 'what', 'my phone', 'boa', 'your newly updated app', 'me', 'the developer options', 'i', 'my phone', 'your god', 'damn app', '🤮']",App Performance / Crashes
772,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of Abyssinia,Google Play,negative,0.6597367525100708,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'country', 'i', 'mobile banking', 'it', 'me', 'the ethiopia phone number', 'i', 'text', 'i', 'side', 'the country', 'i', 'i', 'the country', 'thanks']",
773,Worest app,1,2024-10-03,Bank of Abyssinia,Google Play,negative,0.7789774537086487,distilbert-base-uncased-finetuned-sst-2-english,['worest app'],
774,The worest app ever,1,2024-10-03,Bank of Abyssinia,Google Play,positive,0.9535900950431824,distilbert-base-uncased-finetuned-sst-2-english,['the worest app'],
775,አሪፍ ነው በርቱልን,5,2024-10-03,Bank of Abyssinia,Google Play,negative,0.8337253928184509,distilbert-base-uncased-finetuned-sst-2-english,['አሪፍ ነው በርቱልን'],
776,Wwwerrr,5,2024-10-02,Bank of Abyssinia,Google Play,negative,0.8502518534660339,distilbert-base-uncased-finetuned-sst-2-english,[],
777,ጀማል ውቀቱ,5,2024-09-30,Bank of Abyssinia,Google Play,negative,0.7850592732429504,distilbert-base-uncased-finetuned-sst-2-english,['ጀማል ውቀቱ'],
778,Great For Financial company,5,2024-09-30,Bank of Abyssinia,Google Play,positive,0.9998703002929688,distilbert-base-uncased-finetuned-sst-2-english,['financial company'],
779,Very easy to use,5,2024-09-30,Bank of Abyssinia,Google Play,positive,0.999142289161682,distilbert-base-uncased-finetuned-sst-2-english,[],UI / UX
780,The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia,Google Play,negative,0.9996880292892456,distilbert-base-uncased-finetuned-sst-2-english,"[""the app's crash"", 'error']",App Performance / Crashes
781,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia,Google Play,negative,0.998582124710083,distilbert-base-uncased-finetuned-sst-2-english,"['this app', 'it', 'issues', 'that', 'it', 'i', 'such a poorly designed banking application', 'it', 'significant improvements', 'user experience', 'it', 'a vey low rating']",UI / UX
782,Great UI and seamless UX. I love it!!,5,2024-09-25,Bank of Abyssinia,Google Play,positive,0.9998557567596436,distilbert-base-uncased-finetuned-sst-2-english,"['great ui', 'seamless ux', 'i', 'it']",UI / UX
783,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Bank of Abyssinia,Google Play,negative,0.9941336512565612,distilbert-base-uncased-finetuned-sst-2-english,"['that', 'too good application', 'more alternatives', 'futures', 'possibilitys', 'your customers']",
784,It's easy used to operate program and secured 👍👍,4,2024-09-25,Bank of Abyssinia,Google Play,negative,0.9652978181838988,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'program']",
785,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Bank of Abyssinia,Google Play,negative,0.9994741082191468,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'a mobile card', 'this app', 'i', 'it', 'it', 'my money', 'i', 'my money']",
786,Amazing,5,2024-09-19,Bank of Abyssinia,Google Play,positive,0.999875545501709,distilbert-base-uncased-finetuned-sst-2-english,[],
787,Great app with great services,5,2024-09-19,Bank of Abyssinia,Google Play,positive,0.9998226761817932,distilbert-base-uncased-finetuned-sst-2-english,"['great app', 'great services']",
788,Yes active user,5,2024-09-17,Bank of Abyssinia,Google Play,positive,0.9983929991722108,distilbert-base-uncased-finetuned-sst-2-english,['yes active user'],
789,Shameful,1,2024-09-17,Bank of Abyssinia,Google Play,negative,0.998016357421875,distilbert-base-uncased-finetuned-sst-2-english,[],
790,The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia,Google Play,negative,0.5611279606819153,distilbert-base-uncased-finetuned-sst-2-english,"['the worest app', 'i', 'no one']",
791,Good application,5,2024-09-16,Bank of Abyssinia,Google Play,positive,0.999854564666748,distilbert-base-uncased-finetuned-sst-2-english,['good application'],
792,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia,Google Play,negative,0.9988893866539,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'money', 'telebirr', 'something', 'the transfer delay issue', 'i', 'my money']",Transactions / Transfers
793,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia,Google Play,negative,0.9993953704833984,distilbert-base-uncased-finetuned-sst-2-english,"['boa', 'transactions', 'more than a day', 'the same bank', 'itself', 'this', 'a huge gap', 'that', 'i', 'boa mobile banking', 'i', 'this kind', 'challenge', 'transactions', ""other banks' mobile banking platforms"", 'i', 'your customer support team', 'the response', 'they', 'me', 'it', 'the system', 'that', 'the transaction', 'working days', 'this']",UI / UX
794,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Bank of Abyssinia,Google Play,negative,0.8698039054870605,distilbert-base-uncased-finetuned-sst-2-english,"['የእርስዎን ተሞክሮ ይግለጹ', 'አማራጭ']",
795,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Bank of Abyssinia,Google Play,negative,0.999777853488922,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'it', 'a big update', 'you', 'the app']",UI / UX
796,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Bank of Abyssinia,Google Play,negative,0.9925205707550048,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'aimohon joel', 'it', 'a better conversation', 'time 🙂']",
797,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Bank of Abyssinia,Google Play,negative,0.999325394630432,distilbert-base-uncased-finetuned-sst-2-english,"['better app', 'most mobile apps', 'i', 'developer option', 'i', 'the app', 'it']",
798,Bes and freindly app,5,2024-09-13,Bank of Abyssinia,Google Play,negative,0.9136509895324708,distilbert-base-uncased-finetuned-sst-2-english,['bes'],
799,It doesn't work.,1,2024-09-12,Bank of Abyssinia,Google Play,negative,0.9997761845588684,distilbert-base-uncased-finetuned-sst-2-english,['it'],
800,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia,Google Play,negative,0.9997968077659608,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'the request', 'device connectivity', 'the bank manager', 'me', 'it', ""my phone's android version"", 'which', 'it']",
801,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia,Google Play,negative,0.9998114705085754,distilbert-base-uncased-finetuned-sst-2-english,"['payment receipt', 'what kinda worst app']",Transactions / Transfers
802,Smart technology,5,2024-09-10,Bank of Abyssinia,Google Play,positive,0.9998468160629272,distilbert-base-uncased-finetuned-sst-2-english,['smart technology'],
803,Yegema app tish🪨,1,2024-09-08,Bank of Abyssinia,Google Play,negative,0.9501880407333374,distilbert-base-uncased-finetuned-sst-2-english,['yegema app tish🪨'],
804,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Bank of Abyssinia,Google Play,negative,0.9996864795684814,distilbert-base-uncased-finetuned-sst-2-english,"['this', 'an appropriate app', 'i', 'boa', 'this app', 'i', 'this', 'i']",
805,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play,negative,0.9997275471687316,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'it', 'such a shame', 'it', 'a stain', 'an extraordinary bank']",App Performance / Crashes
